your_team
"ガチグマ赫月,ギャラドス,カバルドン,クエスパトラ,岩オーガポン,エルレイド"
"カイリュー,ディンルー,岩オーガポン,ヤバソチャ,ウーラオス,ヒスイヌメルゴン"
"パルシェン,ジバコイル,オノノクス,パオジアン,ハバタクカミ,ウォッシュロトム"
"ガチグマ赫月,テツノワダチ,岩オーガポン,ギャラドス,フォレトス,ウーラオス"
"エルレイド,ハバタクカミ,ジバコイル,ミミズズ,サーフゴー,パオジアン"
"フワライド,テツノドクガ,キノガッサ,ヌメルゴン,サーフゴー,ミミズズ"
"ギャラドス,テツノワダチ,ウーラオス,アシレーヌ,ヌメルゴン,オーガポン"
"グランブル,ギャラドス,テツノワダチ,ウーラオス,アシレーヌ,オーガポン"
"カイリュー,炎オーガポン,ドラパルト,クエスパトラ,ヒスイドレディア,ハバタクカミ"
"ウォッシュロトム,ウーラオス,ギャラドス,テツノワダチ,ガチグマ赫月,岩オーガポン"
"ウインディ,テツノブジン,イルカマン,ジバコイル,ハバタクカミ,サザンドラ"
"ガチグマ赫月,ギャラドス,イイネイヌ,クエスパトラ,岩オーガポン,カバルドン"
"エルレイド,ハバタクカミ,ジバコイル,ミミズズ,マリルリ,パオジアン"
"パオジアン,エルレイド,コノヨザル,ヌメルゴン,ハバタクカミ,ドドゲザン"
"ガチグマ赫月,ギャラドス,クエスパトラ,岩オーガポン,トドロクツキ,イーユイ"
"フワライド,サーフゴー,ヘイラッシャ,ヌメルゴン,テツノドクガ,キノガッサ"
"ガチグマ赫月,ギャラドス,イイネイヌ,クエスパトラ,炎オーガポン,エルレイド"
"コノヨザル,パオジアン,ディンルー,テツノドクガ,ハバタクカミ,ミミズズ"
"イーユイ,ハバタクカミ,ジバコイル,ミミズズ,コノヨザル,マリルリ"
"カイリュー,ウーラオス,ヒスイドレディア,ドラパルト,ハバタクカミ,クエスパトラ"
"パオジアン,ウーラオス,キノガッサ,ドラパルト,ハバタクカミ,クエスパトラ"
"ガチグマ赫月,ギャラドス,クエスパトラ,ディンルー,トドロクツキ,イーユイ"
"フワライド,サーフゴー,テツノドクガ,ヘイラッシャ,ハッサム,ヌメルゴン"
"ヒスイドレディア,ヒードラン,ハバタクカミ,パオジアン,ウォッシュロトム,霊獣ランドロス"
"ママンボウ,キラフロル,テツノドクガ,アーマーガア,ウーラオス,岩オーガポン"
"パオジアン,テツノドクガ,ハバタクカミ,ミミズズ,コノヨザル,ヌメルゴン"
"アーマーガア,ウーラオス,ママンボウ,炎オーガポン,化身ランドロス,クワガノン"
"エルレイド,アーマーガア,オノノクス,パオジアン,ウォッシュロトム,ハバタクカミ"
"ガチグマ赫月,テツノワダチ,岩オーガポン,キノガッサ,ギャラドス,イーユイ"
"アーマーガア,エルレイド,ウーラオス,ママンボウ,ガチグマ赫月,岩オーガポン"
"キノガッサ,ハバタクカミ,サーフゴー,テツノドクガ,ヌメルゴン,ミミズズ"
"ガチグマ赫月,テツノワダチ,岩オーガポン,ギャラドス,クエスパトラ,イーユイ"
"ガチグマ赫月,クエスパトラ,炎オーガポン,キノガッサ,ギャラドス,イーユイ"
"エルレイド,ハバタクカミ,ジバコイル,ヘイラッシャ,パオジアン,アラブルタケ"
"エルレイド,イーユイ,カイリュー,ハバタクカミ,ジバコイル,ミミズズ"
"ウーラオス,クワガノン,炎オーガポン,キラフロル,アーマーガア,クエスパトラ"
"カイリュー,コノヨザル,岩オーガポン,ヒスイヌメルゴン,ヤバソチャ,ウーラオス"
"アーマーガア,ウーラオス,ママンボウ,炎オーガポン,キラフロル,トドロクツキ"
"パオジアン,ウーラオス,ヒスイドレディア,ドラパルト,ハバタクカミ,クエスパトラ"
"イーユイ,ハバタクカミ,ジバコイル,ミミズズ,エルレイド,サーフゴー"
"ガチグマ赫月,テツノワダチ,岩オーガポン,キノガッサ,クエスパトラ,イーユイ"
"ガチグマ赫月,ギャラドス,クエスパトラ,岩オーガポン,キノガッサ,イーユイ"
"ヒスイドレディア,ウーラオス,ヒードラン,ハバタクカミ,パオジアン,ウォッシュロトム"
"ガチグマ赫月,ギャラドス,カバルドン,クエスパトラ,炎オーガポン,エルレイド"
"カイリュー,炎オーガポン,ドラパルト,クエスパトラ,セグレイブ,ハバタクカミ"
"パオジアン,ハバタクカミ,ジバコイル,ミミズズ,コノヨザル,マリルリ"
"ガチグマ赫月,ギャラドス,クエスパトラ,炎オーガポン,トドロクツキ,イーユイ"
"パオジアン,エルレイド,コノヨザル,ハバタクカミ,ヌメルゴン,ドドゲザン"
"炎オーガポン,ハバタクカミ,ハッサム,ヤバソチャ,バサギリ,ノココッチ"
"ウーラオス,クワガノン,炎オーガポン,キラフロル,アーマーガア,テツノドクガ"
"イーユイ,ハバタクカミ,ジバコイル,ミミズズ,ヘイラッシャ,コノヨザル"
"フワライド,サーフゴー,ハッサム,ヌメルゴン,テツノドクガ,ヘイラッシャ"
"ギャラドス,テツノワダチ,ウーラオス,アシレーヌ,ハピナス,岩オーガポン"
"ノココッチ,ハバタクカミ,ヤバソチャ,ウーラオス,バサギリ,炎オーガポン"
"フワライド,サーフゴー,ハッサム,ヌメルゴン,テツノドクガ,キノガッサ"
"ギャラドス,テツノワダチ,ウーラオス,アシレーヌ,オーガポン,グランブル"
"エルレイド,ハバタクカミ,ジバコイル,ミミズズ,パオジアン,アラブルタケ"
"ガチグマ赫月,クエスパトラ,岩オーガポン,キノガッサ,ギャラドス,イーユイ"
"フワライド,サーフゴー,ミミズズ,ヌメルゴン,テツノドクガ,キノガッサ"
"エルレイド,ハバタクカミ,カイリュー,ジバコイル,コノヨザル,パオジアン"
"ガチグマ赫月,ギャラドス,クエスパトラ,炎オーガポン,キノガッサ,イーユイ"
"エルレイド,ジバコイル,アラブルタケ,パオジアン,ウォッシュロトム,ハバタクカミ"
"パオジアン,エルレイド,コノヨザル,ヌメルゴン,ハバタクカミ,ジバコイル"
"ハバタクカミ,ミミズズ,コノヨザル,パオジアン,テツノドクガ,ディンルー"
"ウーラオス,ママンボウ,炎オーガポン,キラフロル,アーマーガア,テツノドクガ"
"ガチグマ赫月,ギャラドス,クエスパトラ,ディンルー,キノガッサ,イーユイ"
"ママンボウ,キラフロル,テツノドクガ,アーマーガア,ウーラオス,炎オーガポン"
"ハッサム,ヤバソチャ,バサギリ,ハバタクカミ,炎オーガポン,ウーラオス"
"炎オーガポン,カイリュー,パオジアン,ガチグマ赫月,ラッキー,ハバタクカミ"
"カイリュー,イダイナキバ,ハッサム,スナノケガワ,ウォッシュロトム,キラフロル"
"キョジオーン,ドヒドイデ,カイリュー,炎オーガポン,ウーラオス,ハバタクカミ"
"ハバタクカミ,テツノツツミ,コノヨザル,ディンルー,カイリュー,ヘイラッシャ"
"カイリュー,サーフゴー,カバルドン,ミミッキュ,パオジアン,テツノツツミ"
"ドヒドイデ,クレベース,チオンジェン,ハピナス,サーフゴー,ヘイラッシャ"
"ガチグマ赫月,アーマーガア,セグレイブ,クエスパトラ,ドラパルト,キノガッサ"
"テツノツツミ,コータス,イダイナキバ,ドラパルト,マスカーニャ,テツノブジン"
"トリトドン,キノガッサ,カイリュー,ハバタクカミ,ミミッキュ,テツノドクガ"
"ディンルー,ハバタクカミ,カイリュー,チオンジェン,パオジアン,テツノドクガ"
"トドロクツキ,カバルドン,サーフゴー,カイリュー,グレンアルマ,ミミズズ"
"ゲッコウガ,カイリュー,デカヌチャン,ガブリアス,サーフゴー,ヒートロトム"
"ディンルー,カイリュー,サーフゴー,カビゴン,炎オーガポン,テツノブジン"
"ハバタクカミ,セグレイブ,キョジオーン,カイリュー,ドドゲザン,ヘイラッシャ"
"トドロクツキ,ハバタクカミ,コータス,ガチグマ,アーマーガア,ガブリアス"
"ウルガモス,ディンルー,サーフゴー,キョジオーン,トドロクツキ,ミミズズ"
"カイリュー,ハバタクカミ,ウーラオス,炎オーガポン,ピクシー,ガチグマ赫月"
"サーフゴー,ハバタクカミ,スナノケガワ,セグレイブ,アーマーガア,テツノドクガ"
"ディンルー,カイリュー,ミミッキュ,炎オーガポン,イーユイ,サーフゴー"
"ガブリアス,テツノツツミ,テツノドクガ,ハバタクカミ,サーフゴー,キョジオーン"
"ハバタクカミ,カイリュー,サーフゴー,イーユイ,ディンルー,コノヨザル"
"霊獣ランドロス,エースバーン,ハバタクカミ,ウーラオス,サーフゴー,サンダー"
"ハバタクカミ,アラブルタケ,パオジアン,テツノドクガ,イダイナキバ,ルガルガンたそがれ"
"カイリュー,ハバタクカミ,パオジアン,キラフロル,ハッサム,岩オーガポン"
"マリルリ,テツノツツミ,ジバコイル,エルレイド,ミミッキュ,イーユイ"
"ハッサム,テツノツツミ,カイリュー,ドヒドイデ,キノガッサ,ミミッキュ"
"セグレイブ,ミミズズ,ハバタクカミ,デカヌチャン,アラブルタケ,パーモット"
"キョジオーン,カイリュー,ハッサム,グレンアルマ,ハバタクカミ,サーフゴー"
"イダイナキバ,サーフゴー,ハバタクカミ,トドロクツキ,カバルドン,セグレイブ"
"テツノブジン,キノガッサ,ハッサム,アーマーガア,テツノツツミ,テツノドクガ"
"パオジアン,ハバタクカミ,イダイトウ・オス,ガチグマ赫月,ディンルー,ミミッキュ"
"ムクホーク,イダイナキバ,ラウドボーン,マスカーニャ,テツノツツミ,ジバコイル"
"キラフロル,ウーラオス,カイリュー,スイクン,ハバタクカミ,ディンルー"
"セグレイブ,ディンルー,ガブリアス,テツノドクガ,ハバタクカミ,ヘイラッシャ"
"カイリュー,ハバタクカミ,イーユイ,テツノツツミ,キョジオーン,チオンジェン"
"パルシェン,ハッサム,サザンドラ,ウインディ,フリージオ,ストリンダー"
"ウーラオス,ハッサム,ヒードラン,サイドン,ラティオス,アシレーヌ"
"カイリュー,マリルリ,キノガッサ,サーフゴー,コータス,ハバタクカミ"
"ウーラオス,カバルドン,カイリュー,モロバレル,トドロクツキ,ハバタクカミ"
"炎オーガポン,ハバタクカミ,ウーラオス,霊獣ランドロス,カイリュー,ジバコイル"
"パオジアン,イーユイ,ウォッシュロトム,ハバタクカミ,ミミッキュ,キノガッサ"
"ディンルー,ドオー,サーフゴー,ブリムオン,キラフロル,オリーヴァ"
"コノヨザル,ハッサム,ガブリアス,ジバコイル,サーフゴー,ウルガモス"
"アーマーガア,キョジオーン,チオンジェン,ドヒドイデ,ハピナス,パオジアン"
"ハッサム,ハバタクカミ,テツノブジン,セグレイブ,ディンルー,ガチグマ"
"ラウドボーン,コノヨザル,ソウブレイズ,ヤミラミ,ハバタクカミ,サーフゴー"
"ウインディ,エーフィ,ディンルー,ハバタクカミ,テツノドクガ,モロバレル"
"オンバーン,パオジアン,ヒスイダイケンキ,テツノドクガ,ミミッキュ,霊獣ランドロス"
"マスカーニャ,ヘイラッシャ,ハッサム,ドドゲザン,セグレイブ,テツノドクガ"
"カイリュー,ガチグマ赫月,ハバタクカミ,キラフロル,炎オーガポン,ウーラオス"
"モロバレル,ドラパルト,ジバコイル,セグレイブ,テツノドクガ,マリルリ"
"チオンジェン,マリルリ,ハッサム,テツノドクガ,テツノカイナ,ハラバリー"
"ハルクジラ,パーモット,ペリッパー,カイリュー,ストリンダー,ガブリアス"
"キノガッサ,ガチグマ赫月,イダイトウ・オス,パオジアン,カイリュー,サーフゴー"
"サーフゴー,ウーラオス,アローラキュウコン,ハバタクカミ,セグレイブ,クエスパトラ"
"ドドゲザン,ハバタクカミ,クエスパトラ,ガブリアス,ヒスイウインディ,キノガッサ"
"マスカーニャ,キョジオーン,パオジアン,ミミッキュ,ハッサム,カイリュー"
"コータス,パオジアン,ドレディア,ハバタクカミ,トドロクツキ,アーマーガア"
"ニンフィア,アーマーガア,テツノドクガ,チオンジェン,パオジアン,ドヒドイデ"
"アラブルタケ,テツノドクガ,ハッサム,炎オーガポン,カイリュー,レジドラゴ"
"サーフゴー,ガブリアス,パオジアン,ヒードラン,化身ボルトロス,ハバタクカミ"
"セグレイブ,キョジオーン,テツノドクガ,ジバコイル,ハバタクカミ,イルカマン"
"ヘイラッシャ,ジバコイル,カイリュー,キョジオーン,イダイナキバ,テツノツツミ"
"コノヨザル,カイリュー,ウーラオス,炎オーガポン,ハバタクカミ,ガチグマ赫月"
"パオジアン,カイリュー,イーユイ,ママンボウ,サーフゴー,ピクシー"
"パオジアン,ディンルー,カイリュー,サーフゴー,ハバタクカミ,ウルガモス"
"ハッサム,テツノブジン,ミミッキュ,テツノツツミ,セグレイブ,サーフゴー"
"ディンルー,ヒートロトム,ニンフィア,トドロクツキ,ハッサム,サーフゴー"
"マスカーニャ,ジバコイル,セグレイブ,カバルドン,カイリュー,テツノツツミ"
"ドラパルト,ディンルー,マリルリ,ニンフィア,イーユイ,サーフゴー"
"テツノカイナ,トドロクツキ,ハバタクカミ,ギャラドス,ドラパルト,サーフゴー"
"ハッサム,カイリュー,サーフゴー,ウーラオス,炎オーガポン,ガチグマ赫月"
"ハバタクカミ,アローラキュウコン,炎オーガポン,ヒードラン,セグレイブ,カイリュー"
"ハバタクカミ,カイリュー,イルカマン,テツノドクガ,フォレトス,セグレイブ"
"アローラキュウコン,ハバタクカミ,ガチグマ赫月,ウーラオス,パオジアン,ディンルー"
"ドオー,テツノカイナ,キョジオーン,ハバタクカミ,テツノツツミ,アーマーガア"
"チヲハウハネ,パオジアン,カイリュー,ミミッキュ,サーフゴー,テツノドクガ"
"ヌオー,サーフゴー,ヤドキング,パオジアン,セグレイブ,ハバタクカミ"
"ドラパルト,ハッサム,テツノカイナ,テツノブジン,マスカーニャ,ドドゲザン"
"ラランテス,バシャーモ,霊獣ランドロス,オーダイル,バンギラス,セグレイブ"
"炎オーガポン,ヤバソチャ,イーユイ,イダイトウ・オス,カイリュー,サーフゴー"
"テツノツツミ,ドヒドイデ,チオンジェン,イーユイ,ハッサム,グライオン"
"カイリュー,ドドゲザン,ニンフィア,ブラッキー,コノヨザル,ハッサム"
"キョジオーン,カイリュー,サーフゴー,パオジアン,ドヒドイデ,チオンジェン"
"ハバタクカミ,霊獣ランドロス,カイリュー,シャワーズ,ジバコイル,炎オーガポン"
"イーユイ,カイリュー,ドオー,パオジアン,マリルリ,キョジオーン"
"パオジアン,ドヒドイデ,ハバタクカミ,ディンルー,ウーラオス,オーガポン"
"ソウブレイズ,パオジアン,ママンボウ,オオニューラ,カイリュー,キラフロル"
"カイリュー,ガブリアス,サザンドラ,オノノクス,ドラパルト,シャリタツ"
"タイカイデン,チャーレム,ミミッキュ,アーマーガア,トドロクツキ,タギングル"
"ディンルー,カイリュー,ハバタクカミ,エーフィ,ハッサム,ヘイラッシャ"
"トリトドン,キノガッサ,ドドゲザン,コノヨザル,セグレイブ,テツノドクガ"
"トリトドン,アーマーガア,サーフゴー,マスカーニャ,ニンフィア,テツノドクガ"
"カイリュー,イーユイ,サーフゴー,ミミッキュ,ディンルー,ハッサム"
"ヒードラン,霊獣ボルトロス,霊獣ランドロス,ウーラオス,コノヨザル,トドロクツキ"
"テツノブジン,イダイナキバ,ウォッシュロトム,ニンフィア,グレンアルマ,ドドゲザン"
"タイカイデン,デカヌチャン,トドロクツキ,ラウドボーン,リキキリン,パルシェン"
"サザンドラ,カイリュー,コノヨザル,ハバタクカミ,テツノブジン,ジバコイル"
"サーフゴー,カイリュー,ウォッシュロトム,ドオー,パオジアン,ミミッキュ"
"ミロカロス,ハバタクカミ,ディンルー,サーフゴー,ウーラオス,オノノクス"
"ガブリアス,カバルドン,コノヨザル,マリルリ,パルシェン,サーフゴー"
"ディンルー,パオジアン,カイリュー,テツノドクガ,ウォッシュロトム,ミミッキュ"
"ハリーマン,炎オーガポン,ウーラオス,ウガツホムラ,トドロクツキ,ハバタクカミ"
"パオジアン,テツノドクガ,サーフゴー,テツノツツミ,チオンジェン,イルカマン"
"ラティオス,ハッサム,アシレーヌ,ウーラオス,霊獣ランドロス,炎オーガポン"
"ハバタクカミ,ハッサム,炎オーガポン,カイリュー,キラフロル,キョジオーン"
"ハバタクカミ,マリルリ,カイリュー,サーフゴー,セグレイブ,イーユイ"
"マスカーニャ,ペリッパー,テツノツツミ,ハッサム,コノヨザル,ドドゲザン"
"ハッサム,ガブリアス,テツノドクガ,セグレイブ,キョジオーン,テツノツツミ"
"ゾロアーク,セグレイブ,ハバタクカミ,ヘイラッシャ,ジバコイル,カイリュー"
"ウォッシュロトム,セグレイブ,ハバタクカミ,コノヨザル,ドドゲザン,サーフゴー"
"イーユイ,ギャラドス,モロバレル,テツノカイナ,クレベース,ガラルマタドガス"
"ドラパルト,ハバタクカミ,ドオー,サーフゴー,コノヨザル,カイリュー"
"サーフゴー,セグレイブ,テツノドクガ,ハバタクカミ,テツノワダチ,ママンボウ"
"ドドゲザン,ウーラオス,ラティアス,ヒスイヌメルゴン,ガオガエン,ドラパルト"
"オーロンゲ,カイリュー,セグレイブ,ドータクン,ニンフィア,イーユイ"
"ディンルー,ドラパルト,ウォッシュロトム,ハバタクカミ,ハッサム,炎オーガポン"
"キノガッサ,ガチグマ赫月,カイリュー,ミミッキュ,クレセリア,テツノツツミ"
"カイリュー,ウーラオス,イーユイ,サーフゴー,ヘイラッシャ,岩オーガポン"
"ハバタクカミ,テツノドクガ,ドラパルト,ウーラオス,テツノブジン,ソウブレイズ"
"ディンルー,パオジアン,ハバタクカミ,ヘイラッシャ,サーフゴー,ジバコイル"
"ハバタクカミ,ウーラオス,炎オーガポン,パオジアン,カイリュー,サーフゴー"
"パオジアン,ハバタクカミ,イダイナキバ,テツノドクガ,カイリュー,アーマーガア"
"マスカーニャ,エルレイド,ハラバリー,イルカマン,エーフィ,キラフロル"
"レジエレキ,ウォッシュロトム,ドラパルト,ウーラオス,ニンフィア,ハッサム"
"サーフゴー,ハバタクカミ,セグレイブ,炎オーガポン,カイリュー,ウーラオス"
"アーマーガア,サザンドラ,ドドゲザン,ハルクジラ,モロバレル,イダイナキバ"
"サーフゴー,ディンルー,ルカリオ,テツノドクガ,マリルリ,セグレイブ"
"サーフゴー,カイリュー,テツノツツミ,アラブルタケ,イダイナキバ,サーフゴー"
"パルシェン,マリルリ,コノヨザル,ディンルー,カイリュー,ハバタクカミ"
"ディンルー,炎オーガポン,パオジアン,キチキギス,アーマーガア,ハバタクカミ"
"霊獣ランドロス,パオジアン,クレセリア,ドヒドイデ,ガチグマ赫月,ヒードラン"
"ミミッキュ,ディンルー,ハバタクカミ,サーフゴー,キラフロル,マリルリ"
"ムクホーク,ベトベトン,ハバタクカミ,デカヌチャン,カイリュー,パオジアン"
"カイリュー,サーフゴー,ハバタクカミ,炎オーガポン,ウーラオス,ガチグマ赫月"
"ハバタクカミ,炎オーガポン,ガチグマ赫月,ポリゴン２,ウーラオス,アシレーヌ"
"ブラッキー,ルカリオ,セグレイブ,ドオー,デカヌチャン,マリルリ"
"カイリュー,セグレイブ,ハバタクカミ,マスカーニャ,キョジオーン,ハッサム"
"パオジアン,ハバタクカミ,キョジオーン,カイリュー,テツノツツミ,サーフゴー"
"ディンルー,セグレイブ,サーフゴー,キョジオーン,テツノツツミ,イダイナキバ"
"コノヨザル,ドドゲザン,ハバタクカミ,炎オーガポン,ヒードラン,オーロンゲ"
"キノガッサ,ハッサム,アーマーガア,ディンルー,イーユイ,パオジアン"
"カバルドン,コノヨザル,ディンルー,チオンジェン,ドドゲザン,ヌメルゴン"
"モルペコ,ヘイラッシャ,ディンルー,ミミッキュ,霊獣ランドロス,ヒードラン"
"サンダー,ウォッシュロトム,ラウドボーン,ガブリアス,サーフゴー,ブロロローム"
"ディンルー,チオンジェン,サーフゴー,テツノツツミ,ウルガモス,ミミッキュ"
"カイリュー,サーフゴー,ハバタクカミ,ウーラオス,ディンルー,パオジアン"
"ガチグマ赫月,ヘイラッシャ,ヒードラン,ハバタクカミ,カイリュー,トドロクツキ"
"サケブシッポ,バンギラス,セグレイブ,マスカーニャ,ラウドボーン,サーフゴー"
"アローラキュウコン,コノヨザル,ハバタクカミ,炎オーガポン,ウーラオス,カイリュー"
"イーユイ,パオジアン,アーマーガア,サーフゴー,キラフロル,ミミッキュ"
"パルシェン,ワタッコ,ドータクン,ドヒドイデ,サーフゴー,ボーマンダ"
"ハバタクカミ,ウーラオス,サーフゴー,カイリュー,ディンルー,パオジアン"
"テツノドクガ,ドラパルト,テツノツツミ,イーユイ,アーマーガア,ハバタクカミ"
"キノガッサ,パオジアン,テツノドクガ,ハバタクカミ,テツノドクガ,ハバタクカミ"
"キノガッサ,サーフゴー,パオジアン,アーマーガア,トドロクツキ,マリルリ"
"トドロクツキ,ハバタクカミ,イダイナキバ,ヘイラッシャ,アーマーガア,レジエレキ"
"ヒートロトム,ミミズズ,ハバタクカミ,セグレイブ,ドヒドイデ,ドンファン"
"チヲハウハネ,ハッサム,セグレイブ,サーフゴー,ハバタクカミ,クエスパトラ"
"デカヌチャン,イーユイ,ガブリアス,サーフゴー,テツノカイナ,チオンジェン"
"カイリュー,ガラルヤドキング,ハバタクカミ,セグレイブ,ガチグマ,テツノツツミ"
"スイクン,ラティオス,ハッサム,炎オーガポン,パオジアン,マリルリ"
"ペリッパー,ハッサム,テツノカイナ,ヒスイヌメルゴン,ドンファン,イダイトウ・オス"
"サーフゴー,セグレイブ,バンバドロ,ハバタクカミ,テツノワダチ,ラウドボーン"
"ストリンダー,カイリュー,ガチグマ赫月,ハバタクカミ,炎オーガポン,マスカーニャ"
"パオジアン,ドラパルト,ディンルー,サーフゴー,テツノドクガ,ウェーニバル"
"ハバタクカミ,カイリュー,ダーテング,セグレイブ,ウォッシュロトム,デカヌチャン"
"ピクシー,炎オーガポン,ラウドボーン,キョジオーン,グライオン,ウーラオス"
"カイリュー,サーフゴー,ガチグマ赫月,炎オーガポン,ハバタクカミ,イダイトウ・オス"
"テツノツツミ,ハバタクカミ,キラフロル,キョジオーン,マリルリ,カイリュー"
"パオジアン,ドラパルト,アーマーガア,イーユイ,ブリムオン,炎オーガポン"
"テツノブジン,サーフゴー,ハッサム,カイリュー,サザンドラ,パルデアケンタロス水"
"セグレイブ,ミミッキュ,フォレトス,ポットデス,ヘイラッシャ,サザンドラ"
"ウォッシュロトム,ルチャブル,ハバタクカミ,ハッサム,アマージョ,カイリュー"
"パルデアケンタロス水,ファイアロー,ジバコイル,ハルクジラ,エルレイド,ソウブレイズ"
"ガブリアス,コノヨザル,ウォッシュロトム,ハッサム,ハバタクカミ,セグレイブ"
"ドオー,アーマーガア,キョジオーン,トドロクツキ,ハバタクカミ,テツノドクガ"
"サーナイト,マリルリ,デカヌチャン,オーロンゲ,クエスパトラ,テツノブジン"
"ブラッキー,イーユイ,ソウブレイズ,イルカマン,イダイナキバ,カットロトム"
"セグレイブ,ヘイラッシャ,ハバタクカミ,ドドゲザン,コノヨザル,クエスパトラ"
"ウォッシュロトム,アーマーガア,テツノツツミ,ドオー,ウルガモス,ハバタクカミ"
"ドドゲザン,キョジオーン,タギングル,キラフロル,メタモン,オーロンゲ"
"カイリュー,サーフゴー,ドヒドイデ,テツノツツミ,ディンルー,テツノブジン"
"カイリュー,エーフィ,ガチグマ赫月,イーユイ,ウーラオス,ガブリアス"
"ウェーニバル,デカヌチャン,タルップル,ジバコイル,グレンアルマ,カイリュー"
"霊獣ランドロス,パオジアン,へイラッシャ,ウーラオス,サーフゴー,ヒードラン"
"ハラバリー,アーマーガア,イダイナキバ,ミミッキュ,サーフゴー,セグレイブ"
"カイリュー,テツノツツミ,イーユイ,コノヨザル,マリルリ,サーフゴー"
"オノノクス,コノヨザル,ハッサム,レジエレキ,キョジオーン,ハバタクカミ"
"ガチグマ赫月,ウーラオス,カイリュー,イダイトウ・オス,ハバタクカミ,デカヌチャン"
"テツノツツミ,パオジアン,カイリュー,ハバタクカミ,ジバコイル,サーフゴー"
"テツノドクガ,テツノブジン,コノヨザル,ドドゲザン,サーフゴー,イーユイ"
"パオジアン,サーフゴー,テツノツツミ,テツノワダチ,カバルドン,カイリュー"
"セグレイブ,ハバタクカミ,ヘイラッシャ,サーフゴー,テツノブジン,ジバコイル"
"サーナイト,ミミッキュ,サーフゴー,イダイナキバ,カイリュー,コノヨザル"
"ディンルー,カイリュー,ミミッキュ,テツノツツミ,マスカーニャ,サーフゴー"
"オノノクス,ドドゲザン,ソウブレイズ,サザンドラ,コノヨザル,キラフロル"
"キノガッサ,ハバタクカミ,テツノドクガ,ハッサム,コノヨザル,ヌメルゴン"
"セグレイブ,ハバタクカミ,キョジオーン,イルカマン,ミミッキュ,カイリュー"
"バンバドロ,ブラッキー,ドラパルト,ニンフィア,マスカーニャ,サーフゴー"
"ヘイラッシャ,ドドゲザン,キノガッサ,カイリュー,ミミッキュ,サーフゴー"
"カイリュー,サーフゴー,ガチグマ赫月,ウォッシュロトム,パオジアン,ハバタクカミ"
"セグレイブ,ハバタクカミ,ヘイラッシャ,テツノツツミ,ドラパルト,キノガッサ"
"エンニュート,グライオン,ドラパルト,イーユイ,炎オーガポン,イダイトウ・オス"
"パーモット,ボーマンダ,ゲンガー,ウェーニバル,ウインディ,デカヌチャン"
"ハッサム,ウォッシュロトム,トドロクツキ,サーフゴー,ニンフィア,デカヌチャン"
"パオジアン,テツノツツミ,モロバレル,イーユイ,ハバタクカミ,カイリュー"
